열1,열2,열3,열4,열5,열6,열7
931,TestControllerAgent_MissReward(Clone),0,1,1,4,1
931,TestTotalAgent_MissReward(Clone),1,4,21,1,0
932,TestControllerAgent_MissReward(Clone),1,4,15,2,0
932,TestTotalAgent_MissReward(Clone),0,2,17,4,1
933,TestControllerAgent_MissReward(Clone),1,4,7,2,0
933,TestTotalAgent_MissReward(Clone),0,2,9,4,1
934,TestControllerAgent_MissReward(Clone),1,4,8,0,0
934,TestTotalAgent_MissReward(Clone),0,0,11,4,1
935,TestControllerAgent_MissReward(Clone),0,2,5,4,1
935,TestTotalAgent_MissReward(Clone),1,4,15,2,0
936,TestControllerAgent_MissReward(Clone),0,2,11,4,1
936,TestTotalAgent_MissReward(Clone),1,4,15,2,0
937,TestControllerAgent_MissReward(Clone),1,4,6,3,0
937,TestTotalAgent_MissReward(Clone),0,3,6,4,1
938,TestControllerAgent_MissReward(Clone),1,4,6,1,0
938,TestTotalAgent_MissReward(Clone),0,1,8,4,1
939,TestControllerAgent_MissReward(Clone),1,4,44,1,0
939,TestTotalAgent_MissReward(Clone),0,1,60,4,1
940,TestControllerAgent_MissReward(Clone),1,4,10,3,0
940,TestTotalAgent_MissReward(Clone),0,3,12,4,1
941,TestControllerAgent_MissReward(Clone),1,4,8,3,0
941,TestTotalAgent_MissReward(Clone),0,3,8,4,1
942,TestControllerAgent_MissReward(Clone),1,4,1,0,0
942,TestTotalAgent_MissReward(Clone),0,0,4,4,1
943,TestControllerAgent_MissReward(Clone),1,4,85,2,0
943,TestTotalAgent_MissReward(Clone),0,2,95,4,1
944,TestControllerAgent_MissReward(Clone),1,4,9,2,0
944,TestTotalAgent_MissReward(Clone),0,2,24,4,1
945,TestControllerAgent_MissReward(Clone),1,4,73,2,0
945,TestTotalAgent_MissReward(Clone),0,2,85,4,1
946,TestControllerAgent_MissReward(Clone),1,4,1,2,0
946,TestTotalAgent_MissReward(Clone),0,2,3,4,1
947,TestControllerAgent_MissReward(Clone),0,1,10,4,1
947,TestTotalAgent_MissReward(Clone),1,4,8,1,0
948,TestControllerAgent_MissReward(Clone),1,4,15,1,0
948,TestTotalAgent_MissReward(Clone),0,1,17,4,1
949,TestControllerAgent_MissReward(Clone),1,4,7,2,0
949,TestTotalAgent_MissReward(Clone),0,2,8,4,1
950,TestControllerAgent_MissReward(Clone),0,1,5,4,1
950,TestTotalAgent_MissReward(Clone),1,4,16,1,0
951,TestControllerAgent_MissReward(Clone),1,4,9,1,0
951,TestTotalAgent_MissReward(Clone),0,1,15,4,1
952,TestControllerAgent_MissReward(Clone),0,3,18,4,1
952,TestTotalAgent_MissReward(Clone),1,4,26,3,0
953,TestControllerAgent_MissReward(Clone),1,4,7,3,0
953,TestTotalAgent_MissReward(Clone),0,3,6,4,1
954,TestControllerAgent_MissReward(Clone),1,4,9,3,0
954,TestTotalAgent_MissReward(Clone),0,3,30,4,1
955,TestControllerAgent_MissReward(Clone),1,4,2,3,0
955,TestTotalAgent_MissReward(Clone),0,3,3,4,1
956,TestControllerAgent_MissReward(Clone),1,4,11,0,0
956,TestTotalAgent_MissReward(Clone),0,0,15,4,1
957,TestControllerAgent_MissReward(Clone),1,4,5,3,0
957,TestTotalAgent_MissReward(Clone),0,3,5,4,1
958,TestControllerAgent_MissReward(Clone),1,4,10,0,0
958,TestTotalAgent_MissReward(Clone),0,0,14,4,1
959,TestControllerAgent_MissReward(Clone),1,4,6,2,0
959,TestTotalAgent_MissReward(Clone),0,2,8,4,1
960,TestControllerAgent_MissReward(Clone),0,1,28,4,1
960,TestTotalAgent_MissReward(Clone),1,4,27,1,0
961,TestControllerAgent_MissReward(Clone),0,0,19,4,1
961,TestTotalAgent_MissReward(Clone),1,4,23,0,0
962,TestControllerAgent_MissReward(Clone),0,3,7,4,1
962,TestTotalAgent_MissReward(Clone),1,4,6,3,0
963,TestControllerAgent_MissReward(Clone),1,4,13,0,0
963,TestTotalAgent_MissReward(Clone),0,0,15,4,1
964,TestControllerAgent_MissReward(Clone),0,2,21,4,1
964,TestTotalAgent_MissReward(Clone),1,4,36,2,0
965,TestControllerAgent_MissReward(Clone),1,4,7,0,0
965,TestTotalAgent_MissReward(Clone),0,0,9,4,1
966,TestControllerAgent_MissReward(Clone),0,1,3,4,1
966,TestTotalAgent_MissReward(Clone),1,4,1,1,0
967,TestControllerAgent_MissReward(Clone),1,4,16,0,0
967,TestTotalAgent_MissReward(Clone),0,0,19,4,1
968,TestControllerAgent_MissReward(Clone),1,4,3,3,0
968,TestTotalAgent_MissReward(Clone),0,3,4,4,1
969,TestControllerAgent_MissReward(Clone),0,2,9,4,1
969,TestTotalAgent_MissReward(Clone),1,4,8,2,0
970,TestControllerAgent_MissReward(Clone),1,4,16,1,0
970,TestTotalAgent_MissReward(Clone),0,1,18,4,1
971,TestControllerAgent_MissReward(Clone),1,4,11,1,0
971,TestTotalAgent_MissReward(Clone),0,1,13,4,1
972,TestControllerAgent_MissReward(Clone),0,2,45,4,1
972,TestTotalAgent_MissReward(Clone),1,4,51,2,0
973,TestControllerAgent_MissReward(Clone),1,4,8,3,0
973,TestTotalAgent_MissReward(Clone),0,3,8,4,1
974,TestControllerAgent_MissReward(Clone),1,4,8,0,0
974,TestTotalAgent_MissReward(Clone),0,0,12,4,1
975,TestControllerAgent_MissReward(Clone),1,4,8,3,0
975,TestTotalAgent_MissReward(Clone),0,3,30,4,1
976,TestControllerAgent_MissReward(Clone),0,1,8,4,1
976,TestTotalAgent_MissReward(Clone),1,4,5,1,0
977,TestControllerAgent_MissReward(Clone),1,4,3,3,0
977,TestTotalAgent_MissReward(Clone),0,3,3,4,1
978,TestControllerAgent_MissReward(Clone),1,4,102,1,0
978,TestTotalAgent_MissReward(Clone),0,1,106,4,1
979,TestControllerAgent_MissReward(Clone),1,4,6,3,0
979,TestTotalAgent_MissReward(Clone),0,3,6,4,1
980,TestControllerAgent_MissReward(Clone),1,4,63,0,0
980,TestTotalAgent_MissReward(Clone),0,0,69,4,1
981,TestControllerAgent_MissReward(Clone),1,4,12,1,0
981,TestTotalAgent_MissReward(Clone),0,1,14,4,1
982,TestControllerAgent_MissReward(Clone),0,3,16,4,1
982,TestTotalAgent_MissReward(Clone),1,4,17,3,0
983,TestControllerAgent_MissReward(Clone),0,3,19,4,1
983,TestTotalAgent_MissReward(Clone),1,4,18,3,0
984,TestControllerAgent_MissReward(Clone),1,4,8,1,0
984,TestTotalAgent_MissReward(Clone),0,1,9,4,1
985,TestControllerAgent_MissReward(Clone),0,2,12,4,1
985,TestTotalAgent_MissReward(Clone),1,4,11,2,0
986,TestControllerAgent_MissReward(Clone),0,1,2,4,1
986,TestTotalAgent_MissReward(Clone),1,4,3,1,0
987,TestControllerAgent_MissReward(Clone),1,4,16,0,0
987,TestTotalAgent_MissReward(Clone),0,0,18,4,1
988,TestControllerAgent_MissReward(Clone),0,1,7,4,1
988,TestTotalAgent_MissReward(Clone),1,4,12,1,0
989,TestControllerAgent_MissReward(Clone),1,4,8,2,0
989,TestTotalAgent_MissReward(Clone),0,2,9,4,1
990,TestControllerAgent_MissReward(Clone),1,4,26,0,0
990,TestTotalAgent_MissReward(Clone),0,0,29,4,1
991,TestControllerAgent_MissReward(Clone),1,4,59,0,0
991,TestTotalAgent_MissReward(Clone),0,0,62,4,1
992,TestControllerAgent_MissReward(Clone),1,4,10,2,0
992,TestTotalAgent_MissReward(Clone),0,2,11,4,1
993,TestControllerAgent_MissReward(Clone),1,4,21,1,0
993,TestTotalAgent_MissReward(Clone),0,1,31,4,1
994,TestControllerAgent_MissReward(Clone),1,4,10,2,0
994,TestTotalAgent_MissReward(Clone),0,2,41,4,1
995,TestControllerAgent_MissReward(Clone),1,4,5,2,0
995,TestTotalAgent_MissReward(Clone),0,2,7,4,1
996,TestControllerAgent_MissReward(Clone),1,4,6,1,0
996,TestTotalAgent_MissReward(Clone),0,1,8,4,1
997,TestControllerAgent_MissReward(Clone),1,4,5,1,0
997,TestTotalAgent_MissReward(Clone),0,1,8,4,1
998,TestControllerAgent_MissReward(Clone),0,1,8,4,1
998,TestTotalAgent_MissReward(Clone),1,4,14,1,0
999,TestControllerAgent_MissReward(Clone),1,4,12,0,0
999,TestTotalAgent_MissReward(Clone),0,0,14,4,1
1000,TestControllerAgent_MissReward(Clone),1,4,16,2,0
1000,TestTotalAgent_MissReward(Clone),0,2,18,4,1
,,697,3273,15827,2078,294
